PreferenceID,Client_num,PreferenceType,EmailSubscription,SMSSubscription,PhoneCallSubscription
320643,53916838,Marketing,True,True,False
62620,18340436,Support,True,True,False
8083,16617792,Support,True,True,True
807027,24596580,Marketing,True,True,False
324996,74618103,Support,True,False,False
655327,91583763,Support,True,False,True
552449,20188573,Support,True,True,True
410066,89179856,Support,True,False,False
45785,53391047,Support,True,True,True
254332,86992925,Support,True,True,False
980166,90645113,Support,True,True,True
497288,81253759,Marketing,False,False,False
300028,61411904,Support,False,False,True
927310,75287337,Support,False,False,True
851553,30506633,Support,False,True,False
748653,26101066,Support,False,True,True
215459,91228366,Marketing,False,True,True
793022,98992215,Marketing,False,True,False
198519,41585859,Marketing,False,False,False
821625,85613840,Support,False,False,False
346763,78170101,Support,False,False,True
632684,98962513,Support,False,False,False
155998,36008033,Support,False,True,False
18498,73337193,Marketing,False,False,False
350109,93117415,Support,False,False,False
718293,41104996,Support,True,False,True
253036,20432944,Marketing,False,False,True
458885,80180949,Support,True,True,True
698117,38900759,Marketing,True,True,False
369179,92508722,Marketing,False,True,False
353343,46789539,Marketing,False,False,True
175599,28756543,Marketing,False,True,False
504413,37324637,Marketing,False,False,True
801187,32609722,Marketing,False,False,False
424769,89662796,Support,True,False,True
888628,58412848,Support,True,True,False
625552,41373631,Support,True,False,True
710987,54366266,Marketing,True,False,True
212209,91504702,Support,True,False,False
626506,49217811,Marketing,False,True,False
325793,14457397,Marketing,False,True,False
169174,11312273,Marketing,True,True,False
705529,60361787,Marketing,False,True,False
786678,15479200,Marketing,True,True,False
30623,25799801,Marketing,True,True,False
114147,55827818,Support,True,True,False
995562,52168897,Support,False,True,False
454407,65283494,Support,True,True,True
486132,69843334,Support,False,False,False
285562,77605717,Marketing,False,False,False
902238,14518550,Marketing,True,True,True
910921,13268360,Marketing,True,False,False
743423,61329344,Support,False,False,False
285853,72077716,Marketing,True,True,False
625679,95748357,Support,True,True,False
944728,48947480,Marketing,True,False,True
957078,17410477,Support,True,False,False
47124,17485971,Support,True,True,False
276560,48527073,Support,True,False,True
470655,57507779,Marketing,True,False,False
886708,13704867,Marketing,True,True,True
233859,15300866,Support,False,True,False
105719,73889426,Marketing,True,False,False
973018,86323013,Marketing,False,True,False
705208,41582208,Support,True,False,False
268137,50568258,Marketing,False,False,True
17441,78160125,Marketing,False,False,False
547114,60730250,Marketing,True,True,True
59438,65211025,Support,True,False,False
364907,26468977,Marketing,False,False,True
793591,63009021,Support,False,True,True
953753,77685576,Support,True,True,True
436410,50031842,Marketing,True,True,True
275905,41464341,Marketing,False,True,True
163307,69113248,Support,False,False,False
815755,54078057,Support,False,True,False
599444,44433056,Support,True,False,False
873149,31332666,Support,False,True,True
411108,37185699,Marketing,False,True,False
281525,83588981,Support,True,False,True
919887,53858446,Support,False,False,True
167524,26048440,Support,False,True,True
901861,34809769,Marketing,True,True,True
419572,69400974,Support,False,False,False
670994,74527518,Support,True,False,False
975740,15387595,Marketing,False,False,False
411015,35433010,Marketing,True,True,True
966404,83658087,Marketing,True,True,False
933574,55365759,Marketing,False,True,False
394781,17488553,Marketing,False,False,False
394099,96010655,Marketing,False,False,True
685400,17314346,Marketing,False,True,True
322746,57239463,Support,True,False,True
195240,31427159,Marketing,True,True,False
601542,51339374,Support,False,False,False
799244,72261018,Support,False,False,False
131453,49550023,Support,True,True,False
802398,63592731,Marketing,False,True,False
175133,56750619,Support,False,False,True
205514,37557607,Marketing,False,False,True
690373,91319506,Support,True,False,True
571432,57336726,Marketing,True,True,True
35586,78885717,Marketing,True,True,True
494562,98898421,Marketing,True,False,True
39490,66582921,Support,True,False,False
455138,89766204,Support,True,True,False
531930,54351588,Support,False,False,False
339475,74277923,Support,False,False,True
582319,10944596,Support,True,True,False
29750,67474077,Marketing,False,False,True
887615,83974959,Support,True,False,True
845419,23313210,Support,False,True,True
545260,36742962,Marketing,True,True,True
333811,27497500,Marketing,True,False,True
920533,83212862,Marketing,True,True,False
463081,44049474,Support,True,True,True
860834,54226736,Support,False,True,False
335762,43596005,Marketing,True,False,True
882714,34256494,Marketing,True,False,False
277756,95782380,Support,False,False,False
28154,49725752,Marketing,False,False,True
756267,19907143,Support,True,False,False
759337,88469363,Support,False,False,False
27740,80186268,Support,True,True,True
775890,19119523,Marketing,False,True,True
826985,30263147,Support,False,True,True
636883,30967126,Marketing,False,False,False
555326,78403508,Marketing,True,True,True
503182,35184283,Marketing,True,False,True
42357,80076238,Support,False,True,False
841289,93608700,Marketing,False,True,False
292485,57315329,Support,False,False,False
737986,45312391,Support,True,False,False
483952,90932785,Marketing,True,True,False
150120,90958288,Marketing,True,True,True
967771,39300262,Support,True,False,True
852047,49060684,Marketing,False,False,True
301908,54397093,Support,True,True,True
599849,24071193,Marketing,False,False,False
838512,34639457,Support,True,False,True
143514,77661218,Support,True,True,True
709504,90330193,Support,True,True,True
348191,62766296,Support,True,True,False
976882,33045854,Marketing,True,True,True
546404,36172015,Support,False,True,False
985215,54600515,Support,False,True,True
502884,33578618,Support,True,True,False
152777,53891413,Support,True,True,True
57624,93543362,Support,False,False,True
153695,62902692,Marketing,True,True,False
849227,66296094,Support,True,True,True
389228,68593887,Marketing,True,False,True
241203,27210376,Marketing,False,True,False
46741,87292162,Support,False,True,False
76976,67301673,Marketing,False,False,False
996903,46375166,Support,True,True,True
133407,17391323,Support,True,False,False
485694,30649132,Marketing,True,True,True
397194,64648400,Support,True,False,True
805339,88206951,Support,False,True,False
530033,49337989,Support,True,True,False
517583,31868204,Marketing,False,False,False
426376,39363790,Support,False,True,False
796242,20217379,Marketing,True,False,False
805696,34207009,Support,True,True,False
142819,58613913,Support,True,False,False
157381,55242212,Support,False,True,True
947019,18803462,Support,False,True,True
221722,93804794,Support,True,True,True
202945,96781234,Marketing,False,True,True
905065,53945117,Support,True,False,True
4267,36454302,Marketing,False,False,True
89991,74187130,Support,False,True,True
638178,74613333,Support,True,True,False
279745,69804198,Support,False,False,False
57785,79584038,Support,True,False,True
798057,85176142,Marketing,False,False,False
443195,73768538,Marketing,True,False,True
194997,96538520,Marketing,False,False,True
220338,79597044,Marketing,True,True,True
826559,65713263,Support,False,False,False
769583,98985888,Support,True,True,True
383369,96039191,Marketing,True,True,False
650788,56751257,Support,True,False,True
425360,15787904,Support,False,False,True
214063,68728471,Marketing,False,True,False
869092,60269014,Support,False,False,True
953577,42457068,Marketing,False,True,False
316359,74994015,Marketing,False,True,False
983627,85684824,Support,False,True,False
897443,50757374,Marketing,True,False,False
534014,77863944,Marketing,True,True,False
563769,34798243,Marketing,False,False,True
765081,62063998,Support,True,False,True
442089,25511913,Marketing,False,False,False
313714,64333697,Marketing,False,True,True
833667,57389169,Support,False,False,False
260850,14809047,Marketing,False,False,True
469668,69944377,Marketing,False,True,True
81614,59215788,Support,True,False,True
169073,73224592,Marketing,True,False,False
543417,78587077,Marketing,False,True,True
420207,32849911,Marketing,True,False,True
719845,83666364,Support,False,False,False
100112,14614777,Marketing,True,True,False
181510,48617459,Marketing,True,False,True
267697,11277243,Support,True,True,False
263143,28253610,Support,True,True,False
925649,68662812,Support,True,False,True
95591,99043950,Support,False,False,True
677328,43315151,Marketing,True,True,False
8604,87284965,Support,True,False,True
110823,59227182,Marketing,True,True,False
929387,57915553,Support,False,True,True
885123,65860042,Support,True,False,False
926326,57297827,Support,False,False,False
739117,15675752,Support,True,True,True
785974,91255352,Marketing,True,True,True
143146,30532921,Support,False,False,True
205949,15215547,Marketing,True,False,True
771189,28297224,Support,True,False,True
302112,42910080,Marketing,True,True,False
836140,51802239,Marketing,False,False,False
447045,28475212,Marketing,False,False,True
585537,56364620,Marketing,True,True,False
682857,94870300,Marketing,True,False,False
746657,21005849,Marketing,False,False,False
604103,71194039,Support,True,True,False
830925,45327117,Marketing,False,True,False
99519,74055716,Marketing,False,False,True
735117,60894232,Support,True,False,True
828666,44702676,Marketing,False,True,True
795276,79043110,Marketing,False,True,True
11687,36440180,Support,False,True,False
925618,59225938,Marketing,False,False,True
101580,38641105,Marketing,False,False,True
836909,64944520,Marketing,True,True,False
926422,43080080,Marketing,True,False,True
6365,52514260,Marketing,True,True,False
671313,40095683,Marketing,True,False,False
176649,57424158,Marketing,False,False,False
377945,65519221,Support,False,True,True
560420,81296666,Marketing,True,False,True
457386,54943788,Support,False,False,True
308170,45886757,Support,True,False,True
95788,81028388,Marketing,False,True,True
670198,51532256,Marketing,True,True,True
653235,59686331,Marketing,True,False,True
90524,27750809,Support,True,False,False
766193,14190226,Marketing,True,True,False
913913,24065262,Support,False,False,False
5639,28700984,Support,False,True,False
382729,95329979,Marketing,False,True,False
615804,74786993,Support,True,False,False
70691,88686098,Support,False,False,True
390195,17027565,Support,True,False,True
145238,22744157,Marketing,True,True,False
35032,57631272,Support,True,False,False
492204,29965647,Support,True,False,True
919095,65605972,Support,True,False,True
305758,36943358,Marketing,False,True,True
140576,73678937,Marketing,False,False,True
897424,29688021,Marketing,False,False,True
403098,16011688,Support,False,False,True
903194,86165950,Marketing,False,True,False
763691,11599935,Marketing,False,True,True
184608,74785923,Support,True,False,True
997664,93813863,Marketing,False,True,False
367361,28521727,Support,False,False,True
275236,65687877,Support,True,False,False
411115,22712432,Marketing,False,False,True
687540,43594839,Marketing,False,True,True
772676,94030842,Support,True,False,True
819005,39429054,Marketing,True,False,True
119421,18461728,Marketing,False,True,True
419690,98473014,Marketing,False,True,False
449988,56003510,Support,False,False,False
227034,96619953,Marketing,False,False,True
727146,96568002,Support,True,False,False
451299,46185484,Support,True,False,False
866439,21922977,Support,False,True,True
885112,92115132,Marketing,False,True,False
686841,76186312,Marketing,False,False,False
350132,11629728,Support,True,False,True
228129,18465691,Support,False,False,True
579422,84075585,Support,False,True,True
907580,37771314,Marketing,False,False,False
881487,91485158,Support,True,True,True
581912,76642327,Support,False,False,False
755372,75129079,Support,False,False,True
37402,73510159,Marketing,True,False,False
953568,38508703,Support,False,True,False
300255,80839000,Marketing,True,False,False
910960,20418323,Marketing,False,False,True
103316,45627090,Marketing,False,False,False
151438,78770324,Marketing,False,True,False
693382,59031666,Support,True,False,True
916745,98662591,Support,False,False,False
718850,55041041,Support,True,False,False
557286,79007677,Support,False,True,True
40943,54008654,Support,False,True,False
556806,38902976,Support,False,True,False
833067,30492233,Marketing,False,True,True
812311,30078963,Support,True,False,True
916842,37713541,Support,False,True,True
211433,28671359,Marketing,False,False,False
876089,15833945,Marketing,True,True,True
391861,12170410,Marketing,False,True,False
160388,78736143,Support,True,False,False
991608,86674434,Support,False,False,True
224596,35513677,Marketing,True,True,False
268461,97491388,Marketing,True,False,False
391381,96073563,Support,False,True,False
38466,97606135,Support,False,True,False
413715,42703578,Support,True,False,False
52912,11174191,Marketing,False,True,False
534803,91417907,Marketing,False,True,False
873586,61137896,Support,True,True,False
632963,11953655,Marketing,False,False,True
174288,47789850,Marketing,True,False,True
119863,54438100,Marketing,True,False,False
508613,97715348,Support,False,False,False
528497,86814717,Marketing,True,True,True
90388,91518907,Marketing,True,True,True
968461,74042551,Marketing,False,True,True
170845,79979395,Marketing,False,True,False
113237,51689777,Marketing,False,True,True
33296,56374136,Marketing,False,True,True
441915,70246234,Marketing,True,True,True
217069,86139053,Support,True,True,True
959278,31379333,Marketing,True,True,False
775927,34668839,Marketing,True,True,True
112433,79025768,Marketing,True,False,True
424690,51931755,Marketing,False,False,True
435477,40724913,Marketing,True,False,True
871427,95652805,Marketing,True,False,True
194791,58365249,Support,False,True,True
923361,68806139,Marketing,True,True,False
137197,80526207,Support,False,False,True
836819,42073858,Support,False,True,True
38369,98576066,Marketing,False,True,True
140999,34490240,Support,False,False,True
996761,55046013,Marketing,True,True,True
94035,97956738,Support,False,True,True
245425,82071244,Support,True,True,False
690765,97740808,Support,False,False,True
904007,94056229,Support,True,True,False
856801,38912769,Marketing,True,False,True
558176,99910549,Marketing,False,True,False
954580,48886894,Support,False,False,True
657386,67723511,Marketing,True,True,True
26610,98637786,Support,True,False,False
270593,41078959,Support,True,True,True
51147,40003368,Support,True,True,False
866082,57224701,Marketing,False,False,False
785469,52522196,Marketing,False,False,True
953220,65494231,Marketing,False,False,True
760755,60191175,Marketing,True,True,False
928366,52161373,Support,True,False,True
304282,20839336,Marketing,False,False,False
869815,57617225,Support,False,False,False
332040,22714941,Marketing,True,False,False
282817,36470701,Marketing,True,True,False
758689,30775333,Marketing,True,True,True
10086,41817172,Support,False,False,True
870289,72499744,Marketing,True,True,True
728511,87355905,Marketing,True,True,True
748109,43178759,Marketing,False,True,True
203537,13121025,Marketing,True,False,False
456598,53404834,Marketing,True,True,True
153112,94367181,Support,True,True,False
377804,61819117,Support,False,True,True
270045,81805204,Marketing,False,False,False
305502,65335123,Support,False,True,True
856097,51917451,Support,True,True,False
503626,35170070,Marketing,False,True,True
898373,34800141,Support,True,False,False
318385,43749784,Marketing,False,True,False
268756,20453596,Marketing,True,True,True
227441,53577542,Marketing,True,False,False
105578,83435240,Marketing,False,True,True
324508,28325059,Marketing,True,False,True
442468,86801532,Support,False,True,False
444016,45921163,Marketing,False,False,True
778361,14525673,Marketing,False,True,False
762108,29872254,Marketing,False,False,True
151094,39565253,Marketing,True,False,True
610604,55907957,Marketing,False,True,True
877026,30039196,Marketing,True,True,False
865950,30671568,Support,False,False,False
984723,54415107,Marketing,True,False,True
852113,33448430,Support,True,True,True
959185,79089996,Marketing,True,True,False
12940,15424003,Marketing,False,True,True
295503,49659461,Marketing,True,False,True
175830,85730978,Marketing,False,True,True
581126,79590093,Support,False,True,True
130021,37631295,Support,False,False,False
38370,27062772,Marketing,False,False,True
699841,54037273,Support,False,True,True
243614,88360137,Support,False,False,True
983360,65896650,Marketing,False,False,True
62204,71597735,Marketing,True,False,False
180340,19140752,Support,False,False,True
876960,48431122,Marketing,False,False,True
825400,38673273,Marketing,False,False,True
933413,26107282,Support,False,False,True
235804,21460915,Marketing,False,True,False
400510,84295916,Marketing,False,True,False
667144,36052978,Support,True,True,True
384226,37936676,Support,True,True,False
806413,59294453,Support,False,False,False
479190,79949153,Support,True,False,True
987658,94234312,Support,False,True,True
176164,66551440,Support,True,True,True
167221,83614813,Support,True,True,True
224960,77830315,Support,True,False,True
860888,79352712,Support,False,False,True
783180,81426570,Support,False,True,True
730030,59598607,Marketing,False,True,False
178067,34358480,Support,False,True,True
260250,99278973,Marketing,True,True,False
995693,71346233,Support,True,True,False
409172,68112597,Marketing,True,False,True
604280,21448230,Marketing,True,True,True
259216,27700654,Marketing,True,True,True
238547,24173640,Marketing,True,False,False
256963,40717450,Support,True,True,True
986678,22863424,Support,True,True,False
484500,26001206,Marketing,True,True,False
703490,76871730,Support,False,True,False
973632,65691525,Marketing,False,True,False
863490,94749905,Marketing,False,True,True
522135,95894859,Marketing,False,False,False
271185,66169575,Marketing,False,True,True
183964,39063829,Support,True,True,True
505695,58345915,Marketing,True,True,False
389338,67838343,Marketing,False,True,True
916430,56004130,Marketing,True,True,True
422932,87427198,Support,True,True,True
85555,78081880,Support,True,False,True
567715,72081380,Marketing,False,True,False
744130,43022369,Support,True,True,True
69378,24803934,Support,False,True,False
111061,78365866,Marketing,True,True,True
701797,44589618,Marketing,True,False,False
12978,50906867,Support,True,True,True
554281,75759399,Marketing,False,True,False
451089,60450957,Support,True,True,True
475365,59457874,Marketing,False,True,True
925051,41213355,Marketing,False,False,False
620013,12403958,Marketing,False,True,True
904991,16392981,Marketing,True,True,False
